rgi_id,CenLat,CenLon,year,t2m_abl_mean,t2m_abl_std,t2m_acc_mean,t2m_acc_std,tp_abl_sum,tp_acc_sum,ssrd_abl_sum,ssrd_acc_sum,Aspect,Zmax,GLIMSId,Zmed,Slope,Zmin,Area
RGI60-06.00002,64.7951,-23.7686,1977,281.31366,1.4686736,274.46307,2.2581685,0.016002655,0.01700306,6.523038e+07,2.6784344e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1978,281.1645,1.9050096,274.20544,2.1401088,0.011949539,0.020809174,6.996051e+07,2.7454464e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1979,279.72238,2.8111029,273.3776,2.493172,0.012481689,0.01974678,7.4251784e+07,2.7070452e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1980,282.10913,1.5277302,274.93475,1.5129707,0.008878708,0.02720356,7.520687e+07,2.5515294e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1981,281.0527,1.821841,273.36713,2.2838874,0.011966705,0.024454117,7.209973e+07,2.7698124e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1982,280.69366,2.3070025,273.87262,1.4724154,0.0129470825,0.023291588,7.067528e+07,2.627067e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1983,280.29987,1.2283251,273.54764,2.2238684,0.013341904,0.026395798,6.237541e+07,2.7116788e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1984,281.27008,1.7943149,274.2537,1.7700111,0.016819,0.029482841,5.832867e+07,2.5782068e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1985,281.4546,1.4535908,274.99063,1.3670557,0.008295059,0.023140907,7.491046e+07,2.5730142e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
RGI60-06.00002,64.7951,-23.7686,1986,280.91388,1.7866259,275.03342,2.244865,0.010940552,0.02677536,7.29664e+07,2.643082e+07,139,1415,G336231E64795N,1152,17.7,769,1.897
