rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor
RGI60-06.00106,2000-01-01_2020-01-01,882000.0,-0.0879,0.1445,6,False
RGI60-06.00106,2010-01-01_2020-01-01,882000.0,-0.1458,0.2777,6,False
RGI60-06.00107,2000-01-01_2010-01-01,473000.0,0.0898,0.2881,6,False
RGI60-06.00107,2000-01-01_2020-01-01,473000.0,-0.04,0.1467,6,False
RGI60-06.00107,2010-01-01_2020-01-01,473000.0,-0.1698,0.2867,6,False
RGI60-06.00108,2000-01-01_2010-01-01,137000.0,1.4726,0.5598,6,False
RGI60-06.00108,2000-01-01_2020-01-01,137000.0,0.3275,0.2314,6,False
RGI60-06.00108,2010-01-01_2020-01-01,137000.0,-0.8175,0.4542,6,False
RGI60-06.00109,2000-01-01_2010-01-01,572000.0,0.1677,0.3066,6,False
RGI60-06.00109,2000-01-01_2020-01-01,572000.0,0.0919,0.1622,6,False
RGI60-06.00109,2010-01-01_2020-01-01,572000.0,0.0162,0.3021,6,False
RGI60-06.00110,2000-01-01_2010-01-01,1072000.0,0.1831,0.321,6,False
RGI60-06.00110,2000-01-01_2020-01-01,1072000.0,-0.0163,0.156,6,False
RGI60-06.00110,2010-01-01_2020-01-01,1072000.0,-0.2158,0.2985,6,False
RGI60-06.00111,2000-01-01_2010-01-01,44000.0,-0.0078,0.6601,6,False
RGI60-06.00111,2000-01-01_2020-01-01,44000.0,-0.1839,0.3639,6,False
RGI60-06.00111,2010-01-01_2020-01-01,44000.0,-0.3599,0.6805,6,False
RGI60-06.00112,2000-01-01_2010-01-01,730000.0,-0.4504,0.2911,6,False
RGI60-06.00112,2000-01-01_2020-01-01,730000.0,-0.1996,0.1546,6,False
RGI60-06.00112,2010-01-01_2020-01-01,730000.0,0.0511,0.2963,6,False
RGI60-06.00113,2000-01-01_2010-01-01,718000.0,-0.5778,0.295,6,False
RGI60-06.00113,2000-01-01_2020-01-01,718000.0,-0.2777,0.1563,6,False
RGI60-06.00113,2010-01-01_2020-01-01,718000.0,0.0224,0.2929,6,False
RGI60-06.00114,2000-01-01_2010-01-01,117000.0,0.1144,0.4268,6,False
RGI60-06.00114,2000-01-01_2020-01-01,117000.0,-0.0409,0.2223,6,False
RGI60-06.00114,2010-01-01_2020-01-01,117000.0,-0.1962,0.4243,6,False
RGI60-06.00115,2000-01-01_2010-01-01,277000.0,0.0838,0.33,6,False
RGI60-06.00115,2000-01-01_2020-01-01,277000.0,-0.1135,0.1693,6,False
RGI60-06.00115,2010-01-01_2020-01-01,277000.0,-0.3108,0.3285,6,False
RGI60-06.00116,2000-01-01_2010-01-01,417000.0,-0.0943,0.3231,6,False
RGI60-06.00116,2000-01-01_2020-01-01,417000.0,-0.0342,0.1648,6,False
RGI60-06.00116,2010-01-01_2020-01-01,417000.0,0.026,0.3171,6,False
RGI60-06.00117,2000-01-01_2010-01-01,249000.0,0.3266,0.3867,6,False
RGI60-06.00117,2000-01-01_2020-01-01,249000.0,0.0993,0.1971,6,False
RGI60-06.00117,2010-01-01_2020-01-01,249000.0,-0.128,0.3449,6,False
RGI60-06.00118,2000-01-01_2010-01-01,962000.0,0.1002,0.3213,6,False
RGI60-06.00118,2000-01-01_2020-01-01,962000.0,-0.0452,0.1632,6,False
RGI60-06.00118,2010-01-01_2020-01-01,962000.0,-0.1906,0.2838,6,False
RGI60-06.00119,2000-01-01_2010-01-01,1612000.0,-0.2065,0.3045,6,False
RGI60-06.00119,2000-01-01_2020-01-01,1612000.0,-0.3,0.1634,6,False
RGI60-06.00119,2010-01-01_2020-01-01,1612000.0,-0.3935,0.2832,6,False
RGI60-06.00120,2000-01-01_2010-01-01,165000.0,0.1417,0.3773,6,False
RGI60-06.00120,2000-01-01_2020-01-01,165000.0,0.0273,0.1943,6,False
RGI60-06.00120,2010-01-01_2020-01-01,165000.0,-0.087,0.3696,6,False
RGI60-06.00121,2000-01-01_2010-01-01,679000.0,-0.101,0.2872,6,False
RGI60-06.00121,2000-01-01_2020-01-01,679000.0,-0.1261,0.1468,6,False
RGI60-06.00121,2010-01-01_2020-01-01,679000.0,-0.1513,0.2841,6,False
RGI60-06.00122,2000-01-01_2010-01-01,232000.0,0.3176,0.377,6,False
RGI60-06.00122,2000-01-01_2020-01-01,232000.0,-0.1644,0.1955,6,False
RGI60-06.00122,2010-01-01_2020-01-01,232000.0,-0.6464,0.3922,6,False
RGI60-06.00123,2000-01-01_2010-01-01,137000.0,-0.7579,0.432,6,False
RGI60-06.00123,2000-01-01_2020-01-01,137000.0,-0.2699,0.2069,6,False
RGI60-06.00123,2010-01-01_2020-01-01,137000.0,0.2182,0.3708,6,False
RGI60-06.00124,2000-01-01_2010-01-01,69000.0,-0.1569,0.608,6,False
RGI60-06.00124,2000-01-01_2020-01-01,69000.0,-0.1403,0.3207,6,False
RGI60-06.00124,2010-01-01_2020-01-01,69000.0,-0.1236,0.5916,6,False
RGI60-06.00125,2000-01-01_2010-01-01,78000.0,-0.2186,0.4632,6,False
RGI60-06.00125,2000-01-01_2020-01-01,78000.0,0.0145,0.2346,6,False
RGI60-06.00125,2010-01-01_2020-01-01,78000.0,0.2475,0.4499,6,False
RGI60-06.00126,2000-01-01_2010-01-01,157000.0,-0.1183,0.4034,6,False
RGI60-06.00126,2000-01-01_2020-01-01,157000.0,-0.0842,0.2087,6,False
RGI60-06.00126,2010-01-01_2020-01-01,157000.0,-0.0501,0.3925,6,False
RGI60-06.00127,2000-01-01_2010-01-01,142000.0,1.4487,0.5371,6,False
RGI60-06.00127,2000-01-01_2020-01-01,142000.0,0.4214,0.2363,6,False
RGI60-06.00127,2010-01-01_2020-01-01,142000.0,-0.6058,0.4167,6,False
RGI60-06.00128,2000-01-01_2010-01-01,168000.0,0.0453,0.4844,6,False
RGI60-06.00128,2000-01-01_2020-01-01,168000.0,-0.08,0.249,6,False
RGI60-06.00128,2010-01-01_2020-01-01,168000.0,-0.2054,0.4435,6,False
RGI60-06.00129,2000-01-01_2010-01-01,512000.0,-0.5555,0.3149,6,False
RGI60-06.00129,2000-01-01_2020-01-01,512000.0,-0.162,0.1566,6,False
RGI60-06.00129,2010-01-01_2020-01-01,512000.0,0.2315,0.3004,6,False
RGI60-06.00130,2000-01-01_2010-01-01,531000.0,-0.3784,0.3081,6,False
RGI60-06.00130,2000-01-01_2020-01-01,531000.0,0.0941,0.1599,6,False
RGI60-06.00130,2010-01-01_2020-01-01,531000.0,0.5665,0.3087,6,False
RGI60-06.00131,2000-01-01_2010-01-01,123000.0,-0.0625,0.4088,6,False
RGI60-06.00131,2000-01-01_2020-01-01,123000.0,0.1951,0.218,6,False
RGI60-06.00131,2010-01-01_2020-01-01,123000.0,0.4527,0.4117,6,False
RGI60-06.00132,2000-01-01_2010-01-01,165000.0,-0.0284,0.4405,6,False
RGI60-06.00132,2000-01-01_2020-01-01,165000.0,-0.3661,0.2395,6,False
RGI60-06.00132,2010-01-01_2020-01-01,165000.0,-0.7038,0.4471,6,False
RGI60-06.00133,2000-01-01_2010-01-01,967000.0,-0.2088,0.2719,6,False
RGI60-06.00133,2000-01-01_2020-01-01,967000.0,0.0097,0.1401,6,False
RGI60-06.00133,2010-01-01_2020-01-01,967000.0,0.2283,0.2669,6,False
RGI60-06.00134,2000-01-01_2010-01-01,233000.0,-0.2715,0.3357,6,False
RGI60-06.00134,2000-01-01_2020-01-01,233000.0,-0.0076,0.1715,6,False
RGI60-06.00134,2010-01-01_2020-01-01,233000.0,0.2562,0.3299,6,False
RGI60-06.00135,2000-01-01_2010-01-01,222000.0,0.0433,0.4301,6,False
RGI60-06.00135,2000-01-01_2020-01-01,222000.0,-0.2036,0.2213,6,False
RGI60-06.00135,2010-01-01_2020-01-01,222000.0,-0.4504,0.4078,6,False
RGI60-06.00136,2000-01-01_2010-01-01,123000.0,-0.3002,0.4884,6,False
RGI60-06.00136,2000-01-01_2020-01-01,123000.0,0.1142,0.2554,6,False
RGI60-06.00136,2010-01-01_2020-01-01,123000.0,0.5286,0.4913,6,False
RGI60-06.00137,2000-01-01_2010-01-01,2165000.0,-0.0472,0.2488,6,False
RGI60-06.00137,2000-01-01_2020-01-01,2165000.0,0.0792,0.1285,6,False
RGI60-06.00137,2010-01-01_2020-01-01,2165000.0,0.2057,0.2415,6,False
RGI60-06.00138,2000-01-01_2010-01-01,290000.0,0.1975,0.3485,6,False
RGI60-06.00138,2000-01-01_2020-01-01,290000.0,-0.0136,0.1786,6,False
RGI60-06.00138,2010-01-01_2020-01-01,290000.0,-0.2247,0.3391,6,False
RGI60-06.00139,2000-01-01_2010-01-01,117000.0,0.2544,0.3903,6,False
RGI60-06.00139,2000-01-01_2020-01-01,117000.0,-0.0004,0.2,6,False
RGI60-06.00139,2010-01-01_2020-01-01,117000.0,-0.2552,0.3788,6,False
RGI60-06.00140,2000-01-01_2010-01-01,1130000.0,-0.2608,0.27,6,False
RGI60-06.00140,2000-01-01_2020-01-01,1130000.0,-0.1804,0.1386,6,False
RGI60-06.00140,2010-01-01_2020-01-01,1130000.0,-0.1001,0.2626,6,False
RGI60-06.00141,2000-01-01_2010-01-01,759000.0,-0.305,0.2868,6,False
RGI60-06.00141,2000-01-01_2020-01-01,759000.0,-0.198,0.1468,6,False
RGI60-06.00141,2010-01-01_2020-01-01,759000.0,-0.0909,0.2784,6,False
RGI60-06.00142,2000-01-01_2010-01-01,229000.0,-0.0477,0.358,6,False
RGI60-06.00142,2000-01-01_2020-01-01,229000.0,-0.0735,0.1867,6,False
RGI60-06.00142,2010-01-01_2020-01-01,229000.0,-0.0993,0.3496,6,False
RGI60-06.00143,2000-01-01_2010-01-01,229000.0,-0.3666,0.3459,6,False
RGI60-06.00143,2000-01-01_2020-01-01,229000.0,-0.1061,0.1776,6,False
RGI60-06.00143,2010-01-01_2020-01-01,229000.0,0.1543,0.3272,6,False
RGI60-06.00144,2000-01-01_2010-01-01,155000.0,-0.0336,0.4386,6,False
RGI60-06.00144,2000-01-01_2020-01-01,155000.0,-0.3238,0.2348,6,False
RGI60-06.00144,2010-01-01_2020-01-01,155000.0,-0.614,0.4374,6,False
RGI60-06.00145,2000-01-01_2010-01-01,51000.0,-0.0277,0.4906,6,False
RGI60-06.00145,2000-01-01_2020-01-01,51000.0,-0.2744,0.2849,6,False
RGI60-06.00145,2010-01-01_2020-01-01,51000.0,-0.521,0.5232,6,False
RGI60-06.00146,2000-01-01_2010-01-01,187000.0,-0.3347,0.388,6,False
RGI60-06.00146,2000-01-01_2020-01-01,187000.0,-0.1314,0.1996,6,False
RGI60-06.00146,2010-01-01_2020-01-01,187000.0,0.0719,0.3594,6,False
RGI60-06.00147,2000-01-01_2010-01-01,548000.0,0.1148,0.3352,6,False
RGI60-06.00147,2000-01-01_2020-01-01,548000.0,-0.1822,0.1676,6,False
RGI60-06.00147,2010-01-01_2020-01-01,548000.0,-0.4791,0.3203,6,False
RGI60-06.00148,2000-01-01_2010-01-01,155000.0,-0.3154,0.4909,6,False
RGI60-06.00148,2000-01-01_2020-01-01,155000.0,-0.0705,0.2445,6,False
RGI60-06.00148,2010-01-01_2020-01-01,155000.0,0.1744,0.4575,6,False
RGI60-06.00149,2000-01-01_2010-01-01,127000.0,-0.7665,0.4539,6,False
RGI60-06.00149,2000-01-01_2020-01-01,127000.0,-0.3139,0.225,6,False
RGI60-06.00149,2010-01-01_2020-01-01,127000.0,0.1387,0.3874,6,False
RGI60-06.00150,2000-01-01_2010-01-01,360000.0,0.1782,0.3545,6,False
RGI60-06.00150,2000-01-01_2020-01-01,360000.0,-0.2579,0.1917,6,False
RGI60-06.00150,2010-01-01_2020-01-01,360000.0,-0.6939,0.3487,6,False
RGI60-06.00151,2000-01-01_2010-01-01,764000.0,-0.2285,0.3048,6,False
RGI60-06.00151,2000-01-01_2020-01-01,764000.0,-0.3095,0.1566,6,False
RGI60-06.00151,2010-01-01_2020-01-01,764000.0,-0.3904,0.2923,6,False
RGI60-06.00152,2000-01-01_2010-01-01,51000.0,-0.5703,0.8133,6,False
RGI60-06.00152,2000-01-01_2020-01-01,51000.0,-0.515,0.4906,6,False
RGI60-06.00152,2010-01-01_2020-01-01,51000.0,-0.4597,0.7619,6,False
RGI60-06.00153,2000-01-01_2010-01-01,80000.0,0.1803,0.5606,6,False
RGI60-06.00153,2000-01-01_2020-01-01,80000.0,-0.2848,0.3027,6,False
RGI60-06.00153,2010-01-01_2020-01-01,80000.0,-0.75,0.5905,6,False
RGI60-06.00154,2000-01-01_2010-01-01,94000.0,0.4852,0.4347,6,False
RGI60-06.00154,2000-01-01_2020-01-01,94000.0,0.0853,0.2317,6,False
RGI60-06.00154,2010-01-01_2020-01-01,94000.0,-0.3145,0.4467,6,False
RGI60-06.00155,2000-01-01_2010-01-01,114000.0,0.1718,0.4587,6,False
RGI60-06.00155,2000-01-01_2020-01-01,114000.0,-0.0694,0.2303,6,False
RGI60-06.00155,2010-01-01_2020-01-01,114000.0,-0.3106,0.4451,6,False
RGI60-06.00156,2000-01-01_2010-01-01,167000.0,-0.8292,0.4681,6,False
RGI60-06.00156,2000-01-01_2020-01-01,167000.0,-0.6482,0.2707,6,False
RGI60-06.00156,2010-01-01_2020-01-01,167000.0,-0.4673,0.4037,6,False
RGI60-06.00157,2000-01-01_2010-01-01,73000.0,-0.1671,0.6609,6,False
RGI60-06.00157,2000-01-01_2020-01-01,73000.0,-0.3299,0.3754,6,False
RGI60-06.00157,2010-01-01_2020-01-01,73000.0,-0.4927,0.6736,6,False
RGI60-06.00158,2000-01-01_2010-01-01,122000.0,-0.5134,0.4942,6,False
RGI60-06.00158,2000-01-01_2020-01-01,122000.0,-0.48,0.2773,6,False
RGI60-06.00158,2010-01-01_2020-01-01,122000.0,-0.4466,0.4858,6,False
RGI60-06.00159,2000-01-01_2010-01-01,206000.0,0.3058,0.4373,6,False
RGI60-06.00159,2000-01-01_2020-01-01,206000.0,-0.3448,0.2413,6,False
RGI60-06.00159,2010-01-01_2020-01-01,206000.0,-0.9953,0.4861,6,False
RGI60-06.00160,2000-01-01_2010-01-01,219000.0,-0.5242,0.3827,6,False
RGI60-06.00160,2000-01-01_2020-01-01,219000.0,-0.5545,0.2153,6,False
RGI60-06.00160,2010-01-01_2020-01-01,219000.0,-0.5849,0.3877,6,False
RGI60-06.00161,2000-01-01_2010-01-01,144000.0,0.2321,0.3923,6,False
RGI60-06.00161,2000-01-01_2020-01-01,144000.0,-0.1947,0.2041,6,False
RGI60-06.00161,2010-01-01_2020-01-01,144000.0,-0.6214,0.4056,6,False
RGI60-06.00162,2000-01-01_2010-01-01,131000.0,0.6205,0.4303,6,False
RGI60-06.00162,2000-01-01_2020-01-01,131000.0,0.0331,0.2062,6,False
RGI60-06.00162,2010-01-01_2020-01-01,131000.0,-0.5544,0.4005,6,False
RGI60-06.00163,2000-01-01_2010-01-01,125000.0,-0.5294,0.5336,6,False
RGI60-06.00163,2000-01-01_2020-01-01,125000.0,-0.2256,0.2812,6,False
RGI60-06.00163,2010-01-01_2020-01-01,125000.0,0.0783,0.5162,6,False
RGI60-06.00164,2000-01-01_2010-01-01,94000.0,0.6698,0.5603,6,False
RGI60-06.00164,2000-01-01_2020-01-01,94000.0,0.2026,0.2815,6,False
RGI60-06.00164,2010-01-01_2020-01-01,94000.0,-0.2646,0.5181,6,False
RGI60-06.00165,2000-01-01_2010-01-01,458000.0,-0.0104,0.3452,6,False
RGI60-06.00165,2000-01-01_2020-01-01,458000.0,-0.2843,0.1785,6,False
RGI60-06.00165,2010-01-01_2020-01-01,458000.0,-0.5582,0.3256,6,False
RGI60-06.00166,2000-01-01_2010-01-01,343000.0,-0.0892,0.3013,6,False
RGI60-06.00166,2000-01-01_2020-01-01,343000.0,-0.0204,0.1542,6,False
RGI60-06.00166,2010-01-01_2020-01-01,343000.0,0.0485,0.3,6,False
RGI60-06.00167,2000-01-01_2010-01-01,334000.0,-0.7461,0.4145,6,False
RGI60-06.00167,2000-01-01_2020-01-01,334000.0,-0.3323,0.2064,6,False
RGI60-06.00167,2010-01-01_2020-01-01,334000.0,0.0815,0.3546,6,False
RGI60-06.00168,2000-01-01_2010-01-01,272000.0,-0.3422,0.3817,6,False
RGI60-06.00168,2000-01-01_2020-01-01,272000.0,-0.1463,0.207,6,False
RGI60-06.00168,2010-01-01_2020-01-01,272000.0,0.0495,0.3631,6,False
RGI60-06.00169,2000-01-01_2010-01-01,485000.0,-0.2281,0.3418,6,False
RGI60-06.00169,2000-01-01_2020-01-01,485000.0,-0.1567,0.1714,6,False
RGI60-06.00169,2010-01-01_2020-01-01,485000.0,-0.0853,0.3009,6,False
RGI60-06.00170,2000-01-01_2010-01-01,158000.0,0.074,0.4234,6,False
RGI60-06.00170,2000-01-01_2020-01-01,158000.0,-0.142,0.2194,6,False
RGI60-06.00170,2010-01-01_2020-01-01,158000.0,-0.358,0.3905,6,False
RGI60-06.00171,2000-01-01_2010-01-01,139000.0,0.5158,0.5374,6,False
RGI60-06.00171,2000-01-01_2020-01-01,139000.0,0.0263,0.2769,6,False
RGI60-06.00171,2010-01-01_2020-01-01,139000.0,-0.4631,0.5094,6,False
RGI60-06.00172,2000-01-01_2010-01-01,164000.0,0.0519,0.3709,6,False
RGI60-06.00172,2000-01-01_2020-01-01,164000.0,-0.2165,0.2022,6,False
RGI60-06.00172,2010-01-01_2020-01-01,164000.0,-0.4849,0.3752,6,False
RGI60-06.00173,2000-01-01_2010-01-01,770000.0,-0.2587,0.3294,6,False
RGI60-06.00173,2000-01-01_2020-01-01,770000.0,-0.3555,0.1753,6,False
RGI60-06.00173,2010-01-01_2020-01-01,770000.0,-0.4523,0.3084,6,False
RGI60-06.00174,2000-01-01_2010-01-01,188000.0,-0.4496,0.3625,6,False
RGI60-06.00174,2000-01-01_2020-01-01,188000.0,-0.6693,0.2289,6,False
RGI60-06.00174,2010-01-01_2020-01-01,188000.0,-0.889,0.3918,6,False
RGI60-06.00175,2000-01-01_2010-01-01,275000.0,-0.8508,0.3462,6,False
RGI60-06.00175,2000-01-01_2020-01-01,275000.0,-0.7925,0.2097,6,False
RGI60-06.00175,2010-01-01_2020-01-01,275000.0,-0.7342,0.3353,6,False
RGI60-06.00176,2000-01-01_2010-01-01,191000.0,-0.0365,0.4499,6,False
RGI60-06.00176,2000-01-01_2020-01-01,191000.0,-0.0124,0.2337,6,False
RGI60-06.00176,2010-01-01_2020-01-01,191000.0,0.0118,0.4225,6,False
RGI60-06.00177,2000-01-01_2010-01-01,926000.0,0.0646,0.3107,6,False
RGI60-06.00177,2000-01-01_2020-01-01,926000.0,-0.2469,0.1619,6,False
RGI60-06.00177,2010-01-01_2020-01-01,926000.0,-0.5583,0.2811,6,False
RGI60-06.00178,2000-01-01_2010-01-01,65000.0,-0.2281,0.5792,6,False
RGI60-06.00178,2000-01-01_2020-01-01,65000.0,-0.1294,0.3022,6,False
RGI60-06.00178,2010-01-01_2020-01-01,65000.0,-0.0308,0.5347,6,False
RGI60-06.00179,2000-01-01_2010-01-01,132000.0,1.1765,0.5563,6,False
RGI60-06.00179,2000-01-01_2020-01-01,132000.0,0.2885,0.2343,6,False
RGI60-06.00179,2010-01-01_2020-01-01,132000.0,-0.5995,0.4429,6,False
RGI60-06.00180,2000-01-01_2010-01-01,163000.0,0.6369,0.4423,6,False
RGI60-06.00180,2000-01-01_2020-01-01,163000.0,-0.0056,0.2213,6,False
RGI60-06.00180,2010-01-01_2020-01-01,163000.0,-0.6481,0.4458,6,False
RGI60-06.00181,2000-01-01_2010-01-01,109000.0,0.2735,0.4355,6,False
RGI60-06.00181,2000-01-01_2020-01-01,109000.0,-0.0024,0.2211,6,False
RGI60-06.00181,2010-01-01_2020-01-01,109000.0,-0.2783,0.4204,6,False
RGI60-06.00182,2000-01-01_2010-01-01,206000.0,-0.3187,0.4143,6,False
RGI60-06.00182,2000-01-01_2020-01-01,206000.0,-0.5489,0.2374,6,False
RGI60-06.00182,2010-01-01_2020-01-01,206000.0,-0.7792,0.4068,6,False
RGI60-06.00183,2000-01-01_2010-01-01,245000.0,0.2334,0.3692,6,False
RGI60-06.00183,2000-01-01_2020-01-01,245000.0,-0.1905,0.1922,6,False
RGI60-06.00183,2010-01-01_2020-01-01,245000.0,-0.6144,0.3491,6,False
RGI60-06.00184,2000-01-01_2010-01-01,117000.0,-0.5178,0.4655,6,False
RGI60-06.00184,2000-01-01_2020-01-01,117000.0,-0.6468,0.2947,6,False
RGI60-06.00184,2010-01-01_2020-01-01,117000.0,-0.7758,0.4913,6,False
RGI60-06.00185,2000-01-01_2010-01-01,61000.0,0.0659,0.6481,6,False
RGI60-06.00185,2000-01-01_2020-01-01,61000.0,-0.3342,0.371,6,False
RGI60-06.00185,2010-01-01_2020-01-01,61000.0,-0.7342,0.6931,6,False
RGI60-06.00186,2000-01-01_2010-01-01,1539000.0,0.0355,0.2993,6,False
RGI60-06.00186,2000-01-01_2020-01-01,1539000.0,-0.1984,0.1599,6,False
RGI60-06.00186,2010-01-01_2020-01-01,1539000.0,-0.4323,0.2752,6,False
RGI60-06.00187,2000-01-01_2010-01-01,299000.0,0.2561,0.3999,6,False
RGI60-06.00187,2000-01-01_2020-01-01,299000.0,-0.1228,0.2159,6,False
RGI60-06.00187,2010-01-01_2020-01-01,299000.0,-0.5017,0.3933,6,False
RGI60-06.00188,2000-01-01_2010-01-01,239000.0,-0.0241,0.3497,6,False
RGI60-06.00188,2000-01-01_2020-01-01,239000.0,-0.1464,0.1845,6,False
RGI60-06.00188,2010-01-01_2020-01-01,239000.0,-0.2686,0.3482,6,False
RGI60-06.00189,2000-01-01_2010-01-01,734000.0,-0.1433,0.3081,6,False
RGI60-06.00189,2000-01-01_2020-01-01,734000.0,-0.1093,0.159,6,False
RGI60-06.00189,2010-01-01_2020-01-01,734000.0,-0.0753,0.2872,6,False
RGI60-06.00190,2000-01-01_2010-01-01,497000.0,0.2727,0.3385,6,False
RGI60-06.00190,2000-01-01_2020-01-01,497000.0,-0.1064,0.1739,6,False
RGI60-06.00190,2010-01-01_2020-01-01,497000.0,-0.4854,0.345,6,False
RGI60-06.00191,2000-01-01_2010-01-01,901000.0,0.0327,0.2966,6,False
RGI60-06.00191,2000-01-01_2020-01-01,901000.0,-0.1277,0.1579,6,False
RGI60-06.00191,2010-01-01_2020-01-01,901000.0,-0.2881,0.2978,6,False
RGI60-06.00192,2000-01-01_2010-01-01,286000.0,0.1322,0.376,6,False
RGI60-06.00192,2000-01-01_2020-01-01,286000.0,-0.2301,0.199,6,False
RGI60-06.00192,2010-01-01_2020-01-01,286000.0,-0.5923,0.3696,6,False
RGI60-06.00193,2000-01-01_2010-01-01,1167000.0,-0.1057,0.3033,6,False
RGI60-06.00193,2000-01-01_2020-01-01,1167000.0,-0.2153,0.1562,6,False
RGI60-06.00193,2010-01-01_2020-01-01,1167000.0,-0.325,0.282,6,False
RGI60-06.00194,2000-01-01_2010-01-01,793000.0,-0.4322,0.3325,6,False
RGI60-06.00194,2000-01-01_2020-01-01,793000.0,-0.3669,0.1825,6,False
RGI60-06.00194,2010-01-01_2020-01-01,793000.0,-0.3017,0.3093,6,False
RGI60-06.00195,2000-01-01_2010-01-01,413000.0,-0.0635,0.3255,6,False
RGI60-06.00195,2000-01-01_2020-01-01,413000.0,-0.0678,0.1675,6,False
RGI60-06.00195,2010-01-01_2020-01-01,413000.0,-0.0721,0.3001,6,False
RGI60-06.00196,2000-01-01_2010-01-01,232000.0,-0.2052,0.3519,6,False
RGI60-06.00196,2000-01-01_2020-01-01,232000.0,-0.1928,0.183,6,False
RGI60-06.00196,2010-01-01_2020-01-01,232000.0,-0.1804,0.3331,6,False
RGI60-06.00197,2000-01-01_2010-01-01,1894000.0,-0.1769,0.2531,6,False
RGI60-06.00197,2000-01-01_2020-01-01,1894000.0,-0.2591,0.1332,6,False
RGI60-06.00197,2010-01-01_2020-01-01,1894000.0,-0.3413,0.2515,6,False
RGI60-06.00198,2000-01-01_2010-01-01,2095000.0,-1.1122,0.2672,6,False
RGI60-06.00198,2000-01-01_2020-01-01,2095000.0,-0.7095,0.1421,6,False
RGI60-06.00198,2010-01-01_2020-01-01,2095000.0,-0.3067,0.2472,6,False
RGI60-06.00199,2000-01-01_2010-01-01,533000.0,-0.2803,0.3471,6,False
RGI60-06.00199,2000-01-01_2020-01-01,533000.0,-0.2715,0.1913,6,False
RGI60-06.00199,2010-01-01_2020-01-01,533000.0,-0.2627,0.3281,6,False
RGI60-06.00200,2000-01-01_2010-01-01,217000.0,-0.2671,0.3356,6,False
RGI60-06.00200,2000-01-01_2020-01-01,217000.0,-0.0814,0.1724,6,False
RGI60-06.00200,2010-01-01_2020-01-01,217000.0,0.1043,0.3096,6,False
RGI60-06.00201,2000-01-01_2010-01-01,539000.0,-0.2388,0.3118,6,False
RGI60-06.00201,2000-01-01_2020-01-01,539000.0,-0.0635,0.1604,6,False
RGI60-06.00201,2010-01-01_2020-01-01,539000.0,0.1119,0.2857,6,False
RGI60-06.00202,2000-01-01_2010-01-01,2465000.0,-0.1728,0.2713,6,False
RGI60-06.00202,2000-01-01_2020-01-01,2465000.0,-0.0947,0.1402,6,False
RGI60-06.00202,2010-01-01_2020-01-01,2465000.0,-0.0166,0.2451,6,False
RGI60-06.00203,2000-01-01_2010-01-01,1849000.0,0.1571,0.2967,6,False
RGI60-06.00203,2000-01-01_2020-01-01,1849000.0,-0.1247,0.159,6,False
RGI60-06.00203,2010-01-01_2020-01-01,1849000.0,-0.4066,0.2778,6,False
RGI60-06.00204,2000-01-01_2010-01-01,170000.0,0.3673,0.4174,6,False
RGI60-06.00204,2000-01-01_2020-01-01,170000.0,-0.1672,0.2287,6,False
RGI60-06.00204,2010-01-01_2020-01-01,170000.0,-0.7018,0.4398,6,False
RGI60-06.00205,2000-01-01_2010-01-01,837000.0,0.259,0.3073,6,False
RGI60-06.00205,2000-01-01_2020-01-01,837000.0,-0.0485,0.1681,6,False
RGI60-06.00205,2010-01-01_2020-01-01,837000.0,-0.3559,0.3005,6,False
RGI60-06.00206,2000-01-01_2010-01-01,1247000.0,-0.6024,0.3225,6,False
RGI60-06.00206,2000-01-01_2020-01-01,1247000.0,-0.4448,0.1747,6,False
RGI60-06.00206,2010-01-01_2020-01-01,1247000.0,-0.2872,0.2937,6,False
RGI60-06.00207,2000-01-01_2010-01-01,1346000.0,-0.2241,0.2642,6,False
RGI60-06.00207,2000-01-01_2020-01-01,1346000.0,-0.3362,0.1373,6,False
RGI60-06.00207,2010-01-01_2020-01-01,1346000.0,-0.4483,0.266,6,False
RGI60-06.00208,2000-01-01_2010-01-01,2381000.0,-0.0871,0.262,6,False
RGI60-06.00208,2000-01-01_2020-01-01,2381000.0,-0.2409,0.1351,6,False
RGI60-06.00208,2010-01-01_2020-01-01,2381000.0,-0.3948,0.2487,6,False
RGI60-06.00209,2000-01-01_2010-01-01,208000.0,0.3548,0.4894,6,False
RGI60-06.00209,2000-01-01_2020-01-01,208000.0,-0.2574,0.2636,6,False
RGI60-06.00209,2010-01-01_2020-01-01,208000.0,-0.8696,0.4986,6,False
RGI60-06.00210,2000-01-01_2010-01-01,152000.0,0.5667,0.4033,6,False
RGI60-06.00210,2000-01-01_2020-01-01,152000.0,0.2144,0.2049,6,False
RGI60-06.00210,2010-01-01_2020-01-01,152000.0,-0.1378,0.3776,6,False
RGI60-06.00211,2000-01-01_2010-01-01,1469000.0,-0.204,0.2979,6,False
RGI60-06.00211,2000-01-01_2020-01-01,1469000.0,-0.2741,0.1527,6,False
RGI60-06.00211,2010-01-01_2020-01-01,1469000.0,-0.3443,0.264,6,False
RGI60-06.00212,2000-01-01_2010-01-01,442000.0,-0.0235,0.3333,6,False
RGI60-06.00212,2000-01-01_2020-01-01,442000.0,-0.2975,0.1756,6,False
