rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor
RGI60-06.00212,2010-01-01_2020-01-01,442000.0,-0.5716,0.3068,6,False
RGI60-06.00213,2000-01-01_2010-01-01,667000.0,0.2404,0.3089,6,False
RGI60-06.00213,2000-01-01_2020-01-01,667000.0,-0.1952,0.1606,6,False
RGI60-06.00213,2010-01-01_2020-01-01,667000.0,-0.6308,0.3082,6,False
RGI60-06.00214,2000-01-01_2010-01-01,937000.0,-0.0986,0.2719,6,False
RGI60-06.00214,2000-01-01_2020-01-01,937000.0,-0.3566,0.1449,6,False
RGI60-06.00214,2010-01-01_2020-01-01,937000.0,-0.6145,0.2748,6,False
RGI60-06.00215,2000-01-01_2010-01-01,999000.0,0.1854,0.2708,6,False
RGI60-06.00215,2000-01-01_2020-01-01,999000.0,-0.1281,0.1389,6,False
RGI60-06.00215,2010-01-01_2020-01-01,999000.0,-0.4415,0.2725,6,False
RGI60-06.00216,2000-01-01_2010-01-01,280000.0,0.5525,0.3534,6,False
RGI60-06.00216,2000-01-01_2020-01-01,280000.0,-0.0064,0.1825,6,False
RGI60-06.00216,2010-01-01_2020-01-01,280000.0,-0.5653,0.3394,6,False
RGI60-06.00217,2000-01-01_2010-01-01,112000.0,0.1441,0.4155,6,False
RGI60-06.00217,2000-01-01_2020-01-01,112000.0,-0.04,0.2241,6,False
RGI60-06.00217,2010-01-01_2020-01-01,112000.0,-0.2241,0.4094,6,False
RGI60-06.00218,2000-01-01_2010-01-01,90000.0,0.6854,0.504,6,False
RGI60-06.00218,2000-01-01_2020-01-01,90000.0,-0.1246,0.2483,6,False
RGI60-06.00218,2010-01-01_2020-01-01,90000.0,-0.9346,0.5357,6,False
RGI60-06.00219,2000-01-01_2010-01-01,99000.0,0.3438,0.4664,6,False
RGI60-06.00219,2000-01-01_2020-01-01,99000.0,-0.1134,0.2436,6,False
RGI60-06.00219,2010-01-01_2020-01-01,99000.0,-0.5707,0.4803,6,False
RGI60-06.00220,2000-01-01_2010-01-01,6303000.0,-0.088,0.2318,6,False
RGI60-06.00220,2000-01-01_2020-01-01,6303000.0,-0.1417,0.1198,6,False
RGI60-06.00220,2010-01-01_2020-01-01,6303000.0,-0.1954,0.2206,6,False
RGI60-06.00221,2000-01-01_2010-01-01,4538000.0,-0.6804,0.2449,6,False
RGI60-06.00221,2000-01-01_2020-01-01,4538000.0,-0.5739,0.1357,6,False
RGI60-06.00221,2010-01-01_2020-01-01,4538000.0,-0.4674,0.2468,6,False
RGI60-06.00222,2000-01-01_2010-01-01,377000.0,0.0308,0.3287,6,False
RGI60-06.00222,2000-01-01_2020-01-01,377000.0,-0.0461,0.169,6,False
RGI60-06.00222,2010-01-01_2020-01-01,377000.0,-0.1229,0.296,6,False
RGI60-06.00223,2000-01-01_2010-01-01,148000.0,1.2532,0.523,6,False
RGI60-06.00223,2000-01-01_2020-01-01,148000.0,0.2085,0.2367,6,False
RGI60-06.00223,2010-01-01_2020-01-01,148000.0,-0.8363,0.4651,6,False
RGI60-06.00224,2000-01-01_2010-01-01,578000.0,0.0096,0.2769,6,False
RGI60-06.00224,2000-01-01_2020-01-01,578000.0,-0.0611,0.1415,6,False
RGI60-06.00224,2010-01-01_2020-01-01,578000.0,-0.1318,0.2758,6,False
RGI60-06.00225,2000-01-01_2010-01-01,655000.0,0.6543,0.308,6,False
RGI60-06.00225,2000-01-01_2020-01-01,655000.0,0.0466,0.1582,6,False
RGI60-06.00225,2010-01-01_2020-01-01,655000.0,-0.5611,0.3221,6,False
RGI60-06.00226,2000-01-01_2010-01-01,113000.0,-0.2586,0.3981,6,False
RGI60-06.00226,2000-01-01_2020-01-01,113000.0,-0.144,0.1944,6,False
RGI60-06.00226,2010-01-01_2020-01-01,113000.0,-0.0294,0.3928,6,False
RGI60-06.00227,2000-01-01_2010-01-01,147000.0,-1.1011,0.4663,6,False
RGI60-06.00227,2000-01-01_2020-01-01,147000.0,-0.6318,0.2562,6,False
RGI60-06.00227,2010-01-01_2020-01-01,147000.0,-0.1625,0.3339,6,False
RGI60-06.00228,2000-01-01_2010-01-01,26951000.0,-0.7745,0.2105,6,False
RGI60-06.00228,2000-01-01_2020-01-01,26951000.0,-0.6131,0.1172,6,False
RGI60-06.00228,2010-01-01_2020-01-01,26951000.0,-0.4517,0.1829,6,False
RGI60-06.00229,2000-01-01_2010-01-01,8371000.0,-0.5006,0.2276,6,False
RGI60-06.00229,2000-01-01_2020-01-01,8371000.0,-0.4869,0.1212,6,False
RGI60-06.00229,2010-01-01_2020-01-01,8371000.0,-0.4733,0.2046,6,False
RGI60-06.00230,2000-01-01_2010-01-01,1687000.0,-0.7729,0.2942,6,False
RGI60-06.00230,2000-01-01_2020-01-01,1687000.0,-0.5405,0.155,6,False
RGI60-06.00230,2010-01-01_2020-01-01,1687000.0,-0.3081,0.2491,6,False
RGI60-06.00231,2000-01-01_2010-01-01,1681000.0,-0.7044,0.2821,6,False
RGI60-06.00231,2000-01-01_2020-01-01,1681000.0,-0.4626,0.1466,6,False
RGI60-06.00231,2010-01-01_2020-01-01,1681000.0,-0.2208,0.2478,6,False
RGI60-06.00232,2000-01-01_2010-01-01,101432000.0,-1.3488,0.1956,6,False
RGI60-06.00232,2000-01-01_2020-01-01,101432000.0,-1.0074,0.1192,6,False
RGI60-06.00232,2010-01-01_2020-01-01,101432000.0,-0.666,0.1516,6,False
RGI60-06.00233,2000-01-01_2010-01-01,77307000.0,-0.5285,0.179,6,False
RGI60-06.00233,2000-01-01_2020-01-01,77307000.0,-0.5823,0.0997,6,False
RGI60-06.00233,2010-01-01_2020-01-01,77307000.0,-0.6361,0.1477,6,False
RGI60-06.00234,2000-01-01_2010-01-01,264536000.0,-1.0265,0.1737,6,False
RGI60-06.00234,2000-01-01_2020-01-01,264536000.0,-0.9198,0.1044,6,False
RGI60-06.00234,2010-01-01_2020-01-01,264536000.0,-0.8131,0.1222,6,False
RGI60-06.00235,2000-01-01_2010-01-01,103558000.0,-0.7192,0.1765,6,False
RGI60-06.00235,2000-01-01_2020-01-01,103558000.0,-0.6148,0.0999,6,False
RGI60-06.00235,2010-01-01_2020-01-01,103558000.0,-0.5103,0.1437,6,False
RGI60-06.00236,2000-01-01_2010-01-01,68110000.0,-0.9383,0.1928,6,False
RGI60-06.00236,2000-01-01_2020-01-01,68110000.0,-0.6332,0.1101,6,False
RGI60-06.00236,2010-01-01_2020-01-01,68110000.0,-0.3281,0.1648,6,False
RGI60-06.00237,2000-01-01_2010-01-01,77758000.0,-1.3054,0.2016,6,False
RGI60-06.00237,2000-01-01_2020-01-01,77758000.0,-1.0468,0.1202,6,False
RGI60-06.00237,2010-01-01_2020-01-01,77758000.0,-0.7882,0.1477,6,False
RGI60-06.00238,2000-01-01_2010-01-01,157818000.0,-0.7262,0.1696,6,False
RGI60-06.00238,2000-01-01_2020-01-01,157818000.0,-0.6675,0.0974,6,False
RGI60-06.00238,2010-01-01_2020-01-01,157818000.0,-0.6088,0.1358,6,False
RGI60-06.00239,2000-01-01_2010-01-01,135000.0,-0.6529,0.4496,6,False
RGI60-06.00239,2000-01-01_2020-01-01,135000.0,-0.4921,0.254,6,False
RGI60-06.00239,2010-01-01_2020-01-01,135000.0,-0.3313,0.4314,6,False
RGI60-06.00240,2000-01-01_2010-01-01,6625000.0,-0.7883,0.2307,6,False
RGI60-06.00240,2000-01-01_2020-01-01,6625000.0,-0.7607,0.1313,6,False
RGI60-06.00240,2010-01-01_2020-01-01,6625000.0,-0.7331,0.2298,6,False
RGI60-06.00241,2000-01-01_2010-01-01,4479000.0,-0.8615,0.2475,6,False
RGI60-06.00241,2000-01-01_2020-01-01,4479000.0,-0.7838,0.1418,6,False
RGI60-06.00241,2010-01-01_2020-01-01,4479000.0,-0.7061,0.2443,6,False
RGI60-06.00242,2000-01-01_2010-01-01,4502000.0,-1.291,0.2497,6,False
RGI60-06.00242,2000-01-01_2020-01-01,4502000.0,-0.9428,0.1435,6,False
RGI60-06.00242,2010-01-01_2020-01-01,4502000.0,-0.5946,0.2328,6,False
RGI60-06.00243,2000-01-01_2010-01-01,2937000.0,-1.487,0.2843,6,False
RGI60-06.00243,2000-01-01_2020-01-01,2937000.0,-1.3553,0.1876,6,False
RGI60-06.00243,2010-01-01_2020-01-01,2937000.0,-1.2237,0.2718,6,False
RGI60-06.00244,2000-01-01_2010-01-01,2791000.0,-1.0684,0.2707,6,False
RGI60-06.00244,2000-01-01_2020-01-01,2791000.0,-1.004,0.1656,6,False
RGI60-06.00244,2010-01-01_2020-01-01,2791000.0,-0.9396,0.2662,6,False
RGI60-06.00245,2000-01-01_2010-01-01,2702000.0,-0.6956,0.2614,6,False
RGI60-06.00245,2000-01-01_2020-01-01,2702000.0,-0.6547,0.1485,6,False
RGI60-06.00245,2010-01-01_2020-01-01,2702000.0,-0.6137,0.258,6,False
RGI60-06.00246,2000-01-01_2010-01-01,2024000.0,-1.0071,0.2717,6,False
RGI60-06.00246,2000-01-01_2020-01-01,2024000.0,-0.8766,0.1629,6,False
RGI60-06.00246,2010-01-01_2020-01-01,2024000.0,-0.746,0.2616,6,False
RGI60-06.00247,2000-01-01_2010-01-01,2304000.0,-1.4076,0.3096,6,False
RGI60-06.00247,2000-01-01_2020-01-01,2304000.0,-1.2498,0.207,6,False
RGI60-06.00247,2010-01-01_2020-01-01,2304000.0,-1.092,0.2888,6,False
RGI60-06.00248,2000-01-01_2010-01-01,1023000.0,-0.9628,0.3038,6,False
RGI60-06.00248,2000-01-01_2020-01-01,1023000.0,-0.7992,0.181,6,False
RGI60-06.00248,2010-01-01_2020-01-01,1023000.0,-0.6356,0.2883,6,False
RGI60-06.00249,2000-01-01_2010-01-01,126000.0,-1.5698,0.5439,6,False
RGI60-06.00249,2000-01-01_2020-01-01,126000.0,-1.123,0.3569,6,False
RGI60-06.00249,2010-01-01_2020-01-01,126000.0,-0.6762,0.3709,6,False
RGI60-06.00250,2000-01-01_2010-01-01,101000.0,-0.7646,0.4934,6,False
RGI60-06.00250,2000-01-01_2020-01-01,101000.0,-0.3347,0.2454,6,False
RGI60-06.00250,2010-01-01_2020-01-01,101000.0,0.0953,0.4212,6,False
RGI60-06.00251,2000-01-01_2010-01-01,190000.0,-0.6739,0.3573,6,False
RGI60-06.00251,2000-01-01_2020-01-01,190000.0,-0.2527,0.1723,6,False
RGI60-06.00251,2010-01-01_2020-01-01,190000.0,0.1685,0.3098,6,False
RGI60-06.00252,2000-01-01_2010-01-01,3378000.0,-0.9514,0.2536,6,False
RGI60-06.00252,2000-01-01_2020-01-01,3378000.0,-0.6091,0.1315,6,False
RGI60-06.00252,2010-01-01_2020-01-01,3378000.0,-0.2669,0.2339,6,False
RGI60-06.00253,2000-01-01_2010-01-01,383000.0,-0.2253,0.3186,6,False
RGI60-06.00253,2000-01-01_2020-01-01,383000.0,-0.1014,0.163,6,False
RGI60-06.00253,2010-01-01_2020-01-01,383000.0,0.0225,0.2891,6,False
RGI60-06.00254,2000-01-01_2010-01-01,457000.0,-0.6099,0.3396,6,False
RGI60-06.00254,2000-01-01_2020-01-01,457000.0,-0.3038,0.1746,6,False
RGI60-06.00254,2010-01-01_2020-01-01,457000.0,0.0023,0.2887,6,False
RGI60-06.00255,2000-01-01_2010-01-01,90000.0,0.0593,0.4005,6,False
RGI60-06.00255,2000-01-01_2020-01-01,90000.0,0.118,0.2096,6,False
RGI60-06.00255,2010-01-01_2020-01-01,90000.0,0.1767,0.3792,6,False
RGI60-06.00256,2000-01-01_2010-01-01,493000.0,-0.6061,0.3308,6,False
RGI60-06.00256,2000-01-01_2020-01-01,493000.0,-0.4713,0.1809,6,False
RGI60-06.00256,2010-01-01_2020-01-01,493000.0,-0.3365,0.3067,6,False
RGI60-06.00257,2000-01-01_2010-01-01,528000.0,-0.7575,0.3501,6,False
RGI60-06.00257,2000-01-01_2020-01-01,528000.0,-0.4704,0.188,6,False
RGI60-06.00257,2010-01-01_2020-01-01,528000.0,-0.1833,0.2956,6,False
RGI60-06.00258,2000-01-01_2010-01-01,249000.0,-0.4369,0.3814,6,False
RGI60-06.00258,2000-01-01_2020-01-01,249000.0,-0.3831,0.2075,6,False
RGI60-06.00258,2010-01-01_2020-01-01,249000.0,-0.3293,0.3512,6,False
RGI60-06.00259,2000-01-01_2010-01-01,100000.0,-0.4673,0.4186,6,False
RGI60-06.00259,2000-01-01_2020-01-01,100000.0,-0.1691,0.2062,6,False
RGI60-06.00259,2010-01-01_2020-01-01,100000.0,0.1291,0.3596,6,False
RGI60-06.00260,2000-01-01_2010-01-01,87000.0,0.0097,0.4893,6,False
RGI60-06.00260,2000-01-01_2020-01-01,87000.0,-0.0837,0.2616,6,False
RGI60-06.00260,2010-01-01_2020-01-01,87000.0,-0.1771,0.4821,6,False
RGI60-06.00261,2000-01-01_2010-01-01,1670000.0,-1.1024,0.3065,6,False
RGI60-06.00261,2000-01-01_2020-01-01,1670000.0,-0.8439,0.1679,6,False
RGI60-06.00261,2010-01-01_2020-01-01,1670000.0,-0.5853,0.262,6,False
RGI60-06.00262,2000-01-01_2010-01-01,61000.0,-0.1127,0.43,6,False
RGI60-06.00262,2000-01-01_2020-01-01,61000.0,0.1118,0.2233,6,False
RGI60-06.00262,2010-01-01_2020-01-01,61000.0,0.3362,0.4169,6,False
RGI60-06.00263,2000-01-01_2010-01-01,128000.0,-0.8311,0.4647,6,False
RGI60-06.00263,2000-01-01_2020-01-01,128000.0,-0.814,0.3146,6,False
RGI60-06.00263,2010-01-01_2020-01-01,128000.0,-0.7969,0.4431,6,False
RGI60-06.00264,2000-01-01_2010-01-01,87000.0,-0.5205,0.5431,6,False
RGI60-06.00264,2000-01-01_2020-01-01,87000.0,-0.236,0.2829,6,False
RGI60-06.00264,2010-01-01_2020-01-01,87000.0,0.0485,0.4987,6,False
RGI60-06.00265,2000-01-01_2010-01-01,90000.0,-0.4322,0.4149,6,False
RGI60-06.00265,2000-01-01_2020-01-01,90000.0,-0.0957,0.2056,6,False
RGI60-06.00265,2010-01-01_2020-01-01,90000.0,0.2409,0.3774,6,False
RGI60-06.00266,2000-01-01_2010-01-01,892000.0,-0.8532,0.3422,6,False
RGI60-06.00266,2000-01-01_2020-01-01,892000.0,-0.491,0.1788,6,False
RGI60-06.00266,2010-01-01_2020-01-01,892000.0,-0.1288,0.2955,6,False
RGI60-06.00267,2000-01-01_2010-01-01,251000.0,-0.4767,0.3482,6,False
RGI60-06.00267,2000-01-01_2020-01-01,251000.0,-0.1922,0.1712,6,False
RGI60-06.00267,2010-01-01_2020-01-01,251000.0,0.0922,0.2968,6,False
RGI60-06.00268,2000-01-01_2010-01-01,362000.0,-0.7589,0.3595,6,False
RGI60-06.00268,2000-01-01_2020-01-01,362000.0,-0.34,0.1832,6,False
RGI60-06.00268,2010-01-01_2020-01-01,362000.0,0.079,0.3109,6,False
RGI60-06.00269,2000-01-01_2010-01-01,431000.0,-0.3619,0.2943,6,False
RGI60-06.00269,2000-01-01_2020-01-01,431000.0,-0.053,0.147,6,False
RGI60-06.00269,2010-01-01_2020-01-01,431000.0,0.2558,0.2848,6,False
RGI60-06.00270,2000-01-01_2010-01-01,3668000.0,-0.4284,0.2498,6,False
RGI60-06.00270,2000-01-01_2020-01-01,3668000.0,-0.363,0.1311,6,False
RGI60-06.00270,2010-01-01_2020-01-01,3668000.0,-0.2976,0.2341,6,False
RGI60-06.00271,2000-01-01_2010-01-01,705000.0,-0.4511,0.312,6,False
RGI60-06.00271,2000-01-01_2020-01-01,705000.0,-0.369,0.1695,6,False
RGI60-06.00271,2010-01-01_2020-01-01,705000.0,-0.2868,0.299,6,False
RGI60-06.00272,2000-01-01_2010-01-01,498000.0,-0.6066,0.3425,6,False
RGI60-06.00272,2000-01-01_2020-01-01,498000.0,-0.2809,0.1768,6,False
RGI60-06.00272,2010-01-01_2020-01-01,498000.0,0.0448,0.3155,6,False
RGI60-06.00273,2000-01-01_2010-01-01,483000.0,-0.4853,0.3436,6,False
RGI60-06.00273,2000-01-01_2020-01-01,483000.0,-0.2684,0.1797,6,False
RGI60-06.00273,2010-01-01_2020-01-01,483000.0,-0.0516,0.3178,6,False
RGI60-06.00274,2000-01-01_2010-01-01,128000.0,-0.2594,0.4197,6,False
RGI60-06.00274,2000-01-01_2020-01-01,128000.0,-0.0973,0.2215,6,False
RGI60-06.00274,2010-01-01_2020-01-01,128000.0,0.0648,0.4088,6,False
RGI60-06.00275,2000-01-01_2010-01-01,1263000.0,-0.2679,0.2785,6,False
RGI60-06.00275,2000-01-01_2020-01-01,1263000.0,-0.3779,0.1521,6,False
RGI60-06.00275,2010-01-01_2020-01-01,1263000.0,-0.4879,0.2716,6,False
RGI60-06.00276,2000-01-01_2010-01-01,4889000.0,-0.5611,0.2336,6,False
RGI60-06.00276,2000-01-01_2020-01-01,4889000.0,-0.5385,0.1275,6,False
RGI60-06.00276,2010-01-01_2020-01-01,4889000.0,-0.516,0.2288,6,False
RGI60-06.00277,2000-01-01_2010-01-01,4864000.0,-0.3238,0.2313,6,False
RGI60-06.00277,2000-01-01_2020-01-01,4864000.0,-0.2866,0.1226,6,False
RGI60-06.00277,2010-01-01_2020-01-01,4864000.0,-0.2494,0.2344,6,False
RGI60-06.00278,2000-01-01_2010-01-01,2838000.0,-0.2024,0.2446,6,False
RGI60-06.00278,2000-01-01_2020-01-01,2838000.0,-0.3497,0.1303,6,False
RGI60-06.00278,2010-01-01_2020-01-01,2838000.0,-0.4969,0.2429,6,False
RGI60-06.00279,2000-01-01_2010-01-01,608000.0,-0.7239,0.3039,6,False
RGI60-06.00279,2000-01-01_2020-01-01,608000.0,-0.6432,0.1751,6,False
RGI60-06.00279,2010-01-01_2020-01-01,608000.0,-0.5626,0.3006,6,False
RGI60-06.00280,2000-01-01_2010-01-01,363000.0,-0.0714,0.3379,6,False
RGI60-06.00280,2000-01-01_2020-01-01,363000.0,-0.0963,0.179,6,False
RGI60-06.00280,2010-01-01_2020-01-01,363000.0,-0.1212,0.3398,6,False
RGI60-06.00281,2000-01-01_2010-01-01,1001000.0,-0.4926,0.2855,6,False
RGI60-06.00281,2000-01-01_2020-01-01,1001000.0,-0.667,0.1759,6,False
RGI60-06.00281,2010-01-01_2020-01-01,1001000.0,-0.8415,0.2977,6,False
RGI60-06.00282,2000-01-01_2010-01-01,56000.0,-0.499,0.7118,6,False
RGI60-06.00282,2000-01-01_2020-01-01,56000.0,-0.2518,0.3768,6,False
RGI60-06.00282,2010-01-01_2020-01-01,56000.0,-0.0045,0.6687,6,False
RGI60-06.00283,2000-01-01_2010-01-01,2825000.0,-0.4785,0.253,6,False
RGI60-06.00283,2000-01-01_2020-01-01,2825000.0,-0.478,0.1405,6,False
RGI60-06.00283,2010-01-01_2020-01-01,2825000.0,-0.4775,0.2539,6,False
RGI60-06.00284,2000-01-01_2010-01-01,9578000.0,-0.5248,0.2335,6,False
RGI60-06.00284,2000-01-01_2020-01-01,9578000.0,-0.4175,0.1226,6,False
RGI60-06.00284,2010-01-01_2020-01-01,9578000.0,-0.3102,0.1954,6,False
RGI60-06.00285,2000-01-01_2010-01-01,7592000.0,-0.7349,0.2426,6,False
RGI60-06.00285,2000-01-01_2020-01-01,7592000.0,-0.5845,0.1298,6,False
RGI60-06.00285,2010-01-01_2020-01-01,7592000.0,-0.4341,0.2053,6,False
RGI60-06.00286,2000-01-01_2010-01-01,7423000.0,-0.6048,0.2416,6,False
RGI60-06.00286,2000-01-01_2020-01-01,7423000.0,-0.5249,0.1284,6,False
RGI60-06.00286,2010-01-01_2020-01-01,7423000.0,-0.445,0.2068,6,False
RGI60-06.00287,2000-01-01_2010-01-01,2530000.0,-0.3505,0.2687,6,False
RGI60-06.00287,2000-01-01_2020-01-01,2530000.0,-0.2333,0.1385,6,False
RGI60-06.00287,2010-01-01_2020-01-01,2530000.0,-0.1161,0.2347,6,False
RGI60-06.00288,2000-01-01_2010-01-01,1835000.0,-0.7068,0.2832,6,False
RGI60-06.00288,2000-01-01_2020-01-01,1835000.0,-0.4785,0.149,6,False
RGI60-06.00288,2010-01-01_2020-01-01,1835000.0,-0.2501,0.2445,6,False
RGI60-06.00289,2000-01-01_2010-01-01,683000.0,-0.5104,0.3014,6,False
RGI60-06.00289,2000-01-01_2020-01-01,683000.0,-0.3659,0.16,6,False
RGI60-06.00289,2010-01-01_2020-01-01,683000.0,-0.2215,0.2638,6,False
RGI60-06.00290,2000-01-01_2010-01-01,8796000.0,-0.6432,0.2357,6,False
RGI60-06.00290,2000-01-01_2020-01-01,8796000.0,-0.5361,0.1266,6,False
RGI60-06.00290,2010-01-01_2020-01-01,8796000.0,-0.429,0.2012,6,False
RGI60-06.00291,2000-01-01_2010-01-01,126529000.0,-1.7579,0.1804,6,False
RGI60-06.00291,2000-01-01_2020-01-01,126529000.0,-1.6105,0.1337,6,False
RGI60-06.00291,2010-01-01_2020-01-01,126529000.0,-1.4632,0.1591,6,False
RGI60-06.00292,2000-01-01_2010-01-01,28043000.0,-1.0338,0.195,6,False
RGI60-06.00292,2000-01-01_2020-01-01,28043000.0,-0.9799,0.117,6,False
RGI60-06.00292,2010-01-01_2020-01-01,28043000.0,-0.926,0.1754,6,False
RGI60-06.00293,2000-01-01_2010-01-01,18666000.0,-1.1726,0.2008,6,False
RGI60-06.00293,2000-01-01_2020-01-01,18666000.0,-1.1402,0.126,6,False
RGI60-06.00293,2010-01-01_2020-01-01,18666000.0,-1.1079,0.1919,6,False
RGI60-06.00294,2000-01-01_2010-01-01,18110000.0,-1.4585,0.2111,6,False
RGI60-06.00294,2000-01-01_2020-01-01,18110000.0,-1.1353,0.1273,6,False
RGI60-06.00294,2010-01-01_2020-01-01,18110000.0,-0.8121,0.1847,6,False
RGI60-06.00295,2000-01-01_2010-01-01,7890000.0,-0.6227,0.2192,6,False
RGI60-06.00295,2000-01-01_2020-01-01,7890000.0,-0.4563,0.1159,6,False
RGI60-06.00295,2010-01-01_2020-01-01,7890000.0,-0.29,0.207,6,False
RGI60-06.00296,2000-01-01_2010-01-01,6595000.0,-0.6717,0.2285,6,False
RGI60-06.00296,2000-01-01_2020-01-01,6595000.0,-0.5655,0.1233,6,False
RGI60-06.00296,2010-01-01_2020-01-01,6595000.0,-0.4594,0.2176,6,False
RGI60-06.00297,2000-01-01_2010-01-01,1415000.0,-0.5002,0.2633,6,False
RGI60-06.00297,2000-01-01_2020-01-01,1415000.0,-0.5176,0.1533,6,False
RGI60-06.00297,2010-01-01_2020-01-01,1415000.0,-0.5349,0.2704,6,False
RGI60-06.00298,2000-01-01_2010-01-01,992000.0,-0.7289,0.2836,6,False
RGI60-06.00298,2000-01-01_2020-01-01,992000.0,-0.8254,0.1778,6,False
RGI60-06.00298,2010-01-01_2020-01-01,992000.0,-0.9219,0.2937,6,False
RGI60-06.00299,2000-01-01_2010-01-01,298000.0,-0.6192,0.3128,6,False
RGI60-06.00299,2000-01-01_2020-01-01,298000.0,-0.4272,0.1778,6,False
RGI60-06.00299,2010-01-01_2020-01-01,298000.0,-0.2351,0.2929,6,False
RGI60-06.00300,2000-01-01_2010-01-01,179000.0,-0.4193,0.3247,6,False
RGI60-06.00300,2000-01-01_2020-01-01,179000.0,-0.1919,0.1678,6,False
RGI60-06.00300,2010-01-01_2020-01-01,179000.0,0.0355,0.3131,6,False
RGI60-06.00301,2000-01-01_2010-01-01,53685000.0,-1.049,0.1921,6,False
RGI60-06.00301,2000-01-01_2020-01-01,53685000.0,-0.8599,0.1085,6,False
RGI60-06.00301,2010-01-01_2020-01-01,53685000.0,-0.6707,0.1601,6,False
RGI60-06.00302,2000-01-01_2010-01-01,95137000.0,-1.3226,0.1678,6,False
RGI60-06.00302,2000-01-01_2020-01-01,95137000.0,-1.0978,0.1067,6,False
RGI60-06.00302,2010-01-01_2020-01-01,95137000.0,-0.8731,0.1436,6,False
RGI60-06.00303,2000-01-01_2010-01-01,115166000.0,-1.1976,0.1692,6,False
RGI60-06.00303,2000-01-01_2020-01-01,115166000.0,-1.1777,0.1134,6,False
RGI60-06.00303,2010-01-01_2020-01-01,115166000.0,-1.1578,0.1497,6,False
RGI60-06.00304,2000-01-01_2010-01-01,22918000.0,-1.7658,0.2221,6,False
RGI60-06.00304,2000-01-01_2020-01-01,22918000.0,-1.5935,0.1518,6,False
RGI60-06.00304,2010-01-01_2020-01-01,22918000.0,-1.4212,0.1978,6,False
RGI60-06.00305,2000-01-01_2010-01-01,77882000.0,-0.8231,0.1568,6,False
RGI60-06.00305,2000-01-01_2020-01-01,77882000.0,-0.8085,0.095,6,False
RGI60-06.00305,2010-01-01_2020-01-01,77882000.0,-0.794,0.1476,6,False
RGI60-06.00306,2000-01-01_2010-01-01,9449000.0,-0.7286,0.2192,6,False
RGI60-06.00306,2000-01-01_2020-01-01,9449000.0,-0.646,0.1208,6,False
RGI60-06.00306,2010-01-01_2020-01-01,9449000.0,-0.5635,0.2021,6,False
RGI60-06.00307,2000-01-01_2010-01-01,2927000.0,-0.6655,0.2565,6,False
RGI60-06.00307,2000-01-01_2020-01-01,2927000.0,-0.5497,0.1382,6,False
RGI60-06.00307,2010-01-01_2020-01-01,2927000.0,-0.4339,0.2453,6,False
RGI60-06.00308,2000-01-01_2010-01-01,2371000.0,-0.7189,0.255,6,False
RGI60-06.00308,2000-01-01_2020-01-01,2371000.0,-0.6353,0.1437,6,False
RGI60-06.00308,2010-01-01_2020-01-01,2371000.0,-0.5516,0.2537,6,False
RGI60-06.00309,2000-01-01_2010-01-01,131173000.0,-1.2296,0.1613,6,False
RGI60-06.00309,2000-01-01_2020-01-01,131173000.0,-1.1123,0.1066,6,False
RGI60-06.00309,2010-01-01_2020-01-01,131173000.0,-0.9951,0.1389,6,False
RGI60-06.00310,2000-01-01_2010-01-01,157045000.0,-0.8609,0.1544,6,False
RGI60-06.00310,2000-01-01_2020-01-01,157045000.0,-0.8946,0.0971,6,False
RGI60-06.00310,2010-01-01_2020-01-01,157045000.0,-0.9283,0.1354,6,False
RGI60-06.00311,2000-01-01_2010-01-01,41287000.0,-1.2423,0.1856,6,False
RGI60-06.00311,2000-01-01_2020-01-01,41287000.0,-1.2121,0.124,6,False
RGI60-06.00311,2010-01-01_2020-01-01,41287000.0,-1.1819,0.1796,6,False
RGI60-06.00312,2000-01-01_2010-01-01,179000.0,-0.1205,0.3605,6,False
RGI60-06.00312,2000-01-01_2020-01-01,179000.0,-0.2358,0.1937,6,False
RGI60-06.00312,2010-01-01_2020-01-01,179000.0,-0.3511,0.3452,6,False
RGI60-06.00313,2000-01-01_2010-01-01,15730000.0,-1.2621,0.2437,6,False
RGI60-06.00313,2000-01-01_2020-01-01,15730000.0,-0.6322,0.1251,6,False
RGI60-06.00313,2010-01-01_2020-01-01,15730000.0,-0.0024,0.1771,6,False
RGI60-06.00314,2000-01-01_2010-01-01,3882000.0,-1.1737,0.2922,6,False
RGI60-06.00314,2000-01-01_2020-01-01,3882000.0,-0.7795,0.1577,6,False
RGI60-06.00314,2010-01-01_2020-01-01,3882000.0,-0.3854,0.227,6,False
RGI60-06.00315,2000-01-01_2010-01-01,1635000.0,-1.3834,0.3423,6,False
RGI60-06.00315,2000-01-01_2020-01-01,1635000.0,-0.9289,0.1972,6,False
RGI60-06.00315,2010-01-01_2020-01-01,1635000.0,-0.4744,0.2527,6,False
RGI60-06.00316,2000-01-01_2010-01-01,1088000.0,-0.6596,0.3126,6,False
RGI60-06.00316,2000-01-01_2020-01-01,1088000.0,-0.2768,0.1564,6,False
RGI60-06.00316,2010-01-01_2020-01-01,1088000.0,0.1059,0.2539,6,False
RGI60-06.00317,2000-01-01_2010-01-01,7841000.0,-1.0884,0.2715,6,False
RGI60-06.00317,2000-01-01_2020-01-01,7841000.0,-0.821,0.1501,6,False
